Property_ID,City,Location,BHK,Bathrooms,Size_in_SqFt,Age_of_Property,Parking,Floor,Total_Floors,Furnishing,Distance_to_Metro_km,School_Rating,Hospital_Distance_km,Crime_Index,Price_in_Lakhs
3770,Chennai,Porur,5,6,4461,17,0,20,26,Unfurnished,10.4,3.1,6.7,8.2,252.2
3771,Pune,Hinjewadi,3,2,2442,25,3,10,15,Unfurnished,6.6,3.2,6.8,5.8,155.4
3772,Pune,Kharadi,5,5,2352,3,1,3,23,Furnished,3.2,3.7,3.7,3.5,241.8
3773,Chennai,Velachery,1,1,573,8,2,8,11,Furnished,11.3,3.9,6.2,1.7,53.5
3774,Hyderabad,Kondapur,4,4,2438,15,3,23,26,Unfurnished,5.5,3.6,6.1,2.9,208.7
3775,Pune,Wakad,2,1,1413,21,0,4,12,Semi-Furnished,4.6,3.5,4.2,8.2,79.3
3776,Bengaluru,Whitefield,1,1,601,19,3,13,22,Unfurnished,7,4.3,1.7,8,51.3
3777,Hyderabad,Miyapur,5,4,4301,25,2,14,17,Semi-Furnished,7.1,4,3.2,1.8,272.6
3778,Chennai,Tambaram,2,2,1394,22,3,1,9,Unfurnished,14.9,4.1,0.6,5.7,61.2
3779,Chennai,Anna Nagar,1,1,861,1,2,4,14,Unfurnished,6.5,4.6,6.2,7.1,63.6
3780,Chennai,Tambaram,2,3,1281,13,1,28,30,Furnished,3,2.9,3.8,5.9,79.8
3781,Bengaluru,Marathahalli,1,1,549,14,0,3,8,Semi-Furnished,10.7,4.3,0.5,9.5,36.8
3782,Hyderabad,Madhapur,2,2,1431,19,1,4,29,Unfurnished,7.1,4.8,7.4,4.8,115.9
3783,Chennai,Tambaram,4,4,2218,5,2,4,8,Semi-Furnished,2.5,4.1,4.6,5.6,159.3
3784,Hyderabad,Kukatpally,4,4,2775,20,2,11,18,Semi-Furnished,10.2,3.6,3.2,8.4,193.7
3785,Bengaluru,Electronic City,2,3,1481,7,2,17,17,Semi-Furnished,12.7,4,4.6,4.3,119.8
3786,Bengaluru,HSR Layout,5,6,3101,10,0,7,7,Semi-Furnished,6,3.1,5.1,3.5,346.5
3787,Pune,Kharadi,4,4,2711,13,1,14,23,Semi-Furnished,1.3,4.9,0.4,1.6,242
3788,Bengaluru,Indiranagar,4,5,1912,13,3,9,19,Semi-Furnished,2.8,2.5,5.6,1.3,249.7
3789,Chennai,Tambaram,5,5,3902,5,1,6,7,Unfurnished,11.6,3.3,4.4,4.6,209.6
3790,Hyderabad,Kondapur,2,1,1035,2,2,3,7,Semi-Furnished,2.1,4,5.2,5.4,95.1
3791,Pune,Hadapsar,4,4,3413,3,2,13,18,Furnished,11.8,2.8,0.4,7.9,238.5
3792,Bengaluru,Marathahalli,4,5,1875,3,2,5,16,Unfurnished,4.8,4.3,2.3,4.5,198.3
3793,Chennai,Velachery,5,5,4241,17,3,30,30,Furnished,13.8,2.8,4.5,2.3,342.9
3794,Bengaluru,HSR Layout,4,3,1969,6,0,1,21,Unfurnished,1.4,3.2,4.3,1.3,220.7
3795,Chennai,Tambaram,3,3,2087,14,3,4,12,Semi-Furnished,3.4,3.9,2.1,6.5,128.2
3796,Hyderabad,Miyapur,2,3,1299,18,2,16,24,Unfurnished,8.9,4.1,4.3,4.5,82.2
3797,Pune,Wakad,2,3,1223,16,2,10,29,Semi-Furnished,7.2,4.8,1.8,1.5,94.3
3798,Chennai,Tambaram,5,5,3674,18,0,1,24,Semi-Furnished,14,2.6,2.6,5.7,211.3
3799,Pune,Wakad,4,4,2630,23,2,17,21,Furnished,8.9,3.7,7.9,3.4,193
3800,Bengaluru,Whitefield,2,2,1715,4,0,5,23,Semi-Furnished,8.9,4.2,6.7,6.3,156.3
3801,Hyderabad,Madhapur,2,1,1086,24,0,3,15,Furnished,9.8,3.8,0.9,4.4,90.8
3802,Chennai,Anna Nagar,1,2,792,10,1,7,12,Unfurnished,11.5,4.6,3.8,5.3,52
3803,Hyderabad,Gachibowli,2,2,1062,23,3,3,5,Unfurnished,11.5,3.7,6.1,3.2,83.6
3804,Chennai,Porur,3,4,1907,20,1,0,7,Furnished,14.8,2.9,7.9,5.9,119
3805,Chennai,Anna Nagar,2,3,1632,13,3,0,12,Semi-Furnished,8.3,3.8,0.9,4.8,150.7
3806,Chennai,Porur,5,6,4484,4,1,3,13,Unfurnished,2.2,4.2,0.9,4.2,296.2
3807,Bengaluru,Marathahalli,2,2,921,15,0,1,13,Unfurnished,11.7,3.3,0.5,4.7,78
3808,Pune,Kharadi,5,5,3479,8,2,11,14,Furnished,7.1,4.1,7.7,1.6,307.8
3809,Hyderabad,Kondapur,4,5,2231,3,0,4,9,Unfurnished,12.1,3.3,5.9,4.9,179.1
3810,Chennai,Tambaram,5,5,3770,16,1,3,27,Furnished,12,2.5,6.9,6,222
3811,Pune,Wakad,4,4,3195,5,3,1,16,Furnished,7.5,2.7,1.5,3.8,241.3
3812,Hyderabad,Madhapur,2,3,1733,5,0,7,20,Semi-Furnished,6.3,4.3,6.3,6.7,161.5
3813,Pune,Hinjewadi,4,4,2985,22,0,23,28,Semi-Furnished,1.9,4.6,5.4,8.4,222.4
3814,Bengaluru,Electronic City,4,4,2186,18,2,0,30,Unfurnished,13.4,4.7,7.1,9.9,161.7
3815,Hyderabad,Gachibowli,1,1,541,4,0,7,16,Unfurnished,2.7,3.9,2.1,7.5,51.7
3816,Hyderabad,Miyapur,5,4,3443,13,3,7,7,Unfurnished,12.8,4.7,2.5,8.8,208.3
3817,Pune,Baner,5,4,2748,15,1,1,23,Semi-Furnished,6.4,2.6,3.4,5.8,236.2
3818,Chennai,Tambaram,4,3,2174,14,1,6,8,Unfurnished,12.5,3.4,1.5,3.7,127.9
3819,Hyderabad,Kukatpally,2,2,1659,14,0,22,27,Semi-Furnished,2.5,4.8,7.3,6.9,129.8
3820,Chennai,Anna Nagar,4,4,2581,17,3,14,17,Semi-Furnished,9.6,4.2,5.8,4.7,236.7
3821,Hyderabad,Kondapur,2,2,908,0,0,5,5,Unfurnished,11.4,4.9,2.3,5,78.8
3822,Hyderabad,Gachibowli,4,4,2839,25,1,2,11,Unfurnished,12.7,4.9,5.6,7.2,229.6
3823,Pune,Wakad,2,2,1637,7,2,1,15,Unfurnished,4.3,3.7,3.4,5.2,121.7
3824,Pune,Hinjewadi,1,1,468,0,2,2,24,Furnished,2,4.7,1.6,7.6,58.7
3825,Bengaluru,Marathahalli,2,2,1208,16,0,0,14,Unfurnished,14.6,4.1,3.3,9.3,75.4
3826,Chennai,Anna Nagar,3,2,2678,0,3,15,16,Semi-Furnished,7,2.7,5.6,2,241
3827,Bengaluru,Marathahalli,2,2,1402,1,2,4,13,Semi-Furnished,14,3.3,1.1,2.8,126.3
3828,Bengaluru,Marathahalli,3,3,1573,17,2,9,10,Unfurnished,14.3,4.3,7.9,5.1,115.5
3829,Pune,Wakad,2,3,1576,1,0,3,6,Semi-Furnished,6.1,3.4,6.4,8.4,110.7
3830,Bengaluru,Indiranagar,5,5,2573,20,0,4,22,Furnished,2.6,4.1,3.9,4.8,342.4
3831,Hyderabad,Kukatpally,1,1,509,16,3,12,24,Unfurnished,14.6,3.5,7,1.9,28.8
3832,Bengaluru,Marathahalli,5,5,2606,22,0,10,20,Semi-Furnished,4.7,3.4,6.5,1.2,246.4
3833,Bengaluru,HSR Layout,4,4,2031,8,1,20,21,Semi-Furnished,14.8,2.7,5.6,2.1,218.2
3834,Pune,Hadapsar,4,4,2312,10,2,18,30,Furnished,14.1,4.2,1.6,1.3,187.1
3835,Bengaluru,Electronic City,3,3,1461,0,1,26,30,Semi-Furnished,1.1,4.3,4.5,5.1,147.5
3836,Bengaluru,Electronic City,3,2,1430,16,2,4,12,Furnished,13.7,3.1,1,6.5,124.8
3837,Bengaluru,Indiranagar,2,3,1765,25,3,6,21,Unfurnished,7.6,4.6,5.1,2.7,190
3838,Hyderabad,Miyapur,1,2,789,15,0,14,20,Semi-Furnished,2,3.1,0.6,1.5,67.1
3839,Bengaluru,Indiranagar,1,2,609,10,3,8,29,Unfurnished,9.5,2.7,2.4,5.8,51.1
3840,Hyderabad,Gachibowli,1,1,566,7,0,20,26,Unfurnished,1.9,4.6,4.8,3.3,51.5
3841,Hyderabad,Madhapur,5,5,2696,11,0,4,23,Semi-Furnished,7.5,2.9,2.5,6.8,262.1
3842,Chennai,Anna Nagar,4,3,2860,23,2,17,18,Semi-Furnished,1.7,4.8,5.2,7.7,245.7
3843,Pune,Baner,5,6,3517,15,0,18,25,Unfurnished,7.8,4.4,5.6,6.4,276.1
3844,Hyderabad,Miyapur,2,2,1434,4,3,13,16,Unfurnished,7.2,4.1,6.3,4.4,105.1
3845,Bengaluru,Indiranagar,4,5,3199,19,0,5,17,Semi-Furnished,14.7,4.7,5.5,7.1,348.7
3846,Pune,Kharadi,3,4,1957,17,3,14,16,Semi-Furnished,14.3,4,7.3,5.4,149.9
3847,Hyderabad,Gachibowli,4,4,1869,23,3,4,21,Unfurnished,11,4.5,2.1,9.1,171
3848,Chennai,Tambaram,3,2,1709,13,3,16,22,Semi-Furnished,5.2,2.6,2.2,8.4,110.1
3849,Chennai,Anna Nagar,4,3,3323,23,2,1,9,Furnished,14.9,4.8,1.3,3.2,288.3
3850,Chennai,Porur,4,4,3436,20,0,10,10,Furnished,8.9,4.5,2.9,7.8,233.9
3851,Pune,Hadapsar,2,1,1424,16,1,1,20,Semi-Furnished,11,4.3,6.7,7.1,85.7
3852,Hyderabad,Kukatpally,2,2,1601,21,0,9,16,Unfurnished,4.7,4.1,4.6,5.4,108.3
3853,Pune,Hinjewadi,5,5,4466,23,3,3,20,Unfurnished,6.7,4.4,2.6,5.8,305.8
3854,Pune,Wakad,3,3,2215,11,0,8,24,Unfurnished,14,4.1,6.3,8,138.2
3855,Bengaluru,Electronic City,1,2,533,17,3,0,6,Furnished,3.8,4.6,3.2,8.7,53.3
3856,Hyderabad,Gachibowli,5,4,4342,14,0,3,19,Unfurnished,11.8,4.3,4.7,6.4,364.5
3857,Hyderabad,Kukatpally,1,1,526,5,0,1,12,Furnished,8.8,3.5,2.7,2.7,38.6
3858,Hyderabad,Gachibowli,4,4,2404,2,3,8,27,Furnished,4.3,4.6,3,3.7,269.6
3859,Bengaluru,HSR Layout,2,2,1272,18,0,9,18,Semi-Furnished,1.5,4.1,3.4,1.2,138.4
3860,Bengaluru,HSR Layout,5,6,3510,16,3,0,15,Unfurnished,14.1,3.2,2.8,9.1,333.9
3861,Hyderabad,Gachibowli,5,4,3942,11,1,8,17,Semi-Furnished,12.1,4.1,5,8.6,363.5
3862,Pune,Kharadi,5,4,3101,8,0,12,14,Semi-Furnished,4.3,4.6,4.5,4.9,268.8
3863,Hyderabad,Kondapur,2,2,925,18,0,8,26,Unfurnished,5.4,4.4,6.7,3.5,85.6
3864,Pune,Wakad,5,5,3304,20,3,3,16,Semi-Furnished,3.2,4.8,1,1.3,262
3865,Hyderabad,Madhapur,4,4,3341,7,2,15,29,Semi-Furnished,11,3.9,4.7,2.4,297.2
3866,Hyderabad,Miyapur,1,2,889,6,1,21,23,Semi-Furnished,2.4,3.1,7.6,4.5,59.1
3867,Bengaluru,HSR Layout,5,6,3729,15,0,2,8,Semi-Furnished,14.7,4.4,1.4,7.9,399.9
3868,Bengaluru,Whitefield,1,2,538,7,0,6,21,Furnished,14.9,4.1,2.4,2,55.9
3869,Hyderabad,Kukatpally,4,5,2050,21,3,3,5,Semi-Furnished,1.5,3.7,5,9.2,161.8
3870,Bengaluru,Electronic City,5,4,3269,23,1,6,16,Unfurnished,5.7,3.4,1.6,7.8,251.8
3871,Bengaluru,Electronic City,3,2,1908,22,0,8,23,Unfurnished,11.9,4.2,1,8.5,129.4
3872,Bengaluru,Whitefield,5,5,3438,9,3,5,22,Furnished,1.6,3,1.3,5.4,385.2
3873,Pune,Baner,4,4,2089,22,1,2,11,Furnished,3.9,4.6,1.8,9.9,198.1
3874,Bengaluru,Indiranagar,5,4,2899,10,2,4,8,Semi-Furnished,2.2,3.8,4,8.3,342.4
3875,Chennai,Porur,1,1,582,14,2,2,27,Semi-Furnished,4.8,3.2,0.9,4.1,41.4
3876,Hyderabad,Kukatpally,3,3,2066,6,1,7,23,Semi-Furnished,4.2,4.6,5.4,7.8,157.7
3877,Chennai,OMR,5,5,3557,0,3,10,20,Furnished,4.1,2.8,4.5,2.1,299.3
3878,Pune,Hinjewadi,4,5,2164,11,0,6,8,Furnished,3,3.3,5.4,5,206.3
3879,Chennai,Porur,3,4,1687,9,2,4,23,Semi-Furnished,5.4,4.8,7,7.2,130.9
3880,Hyderabad,Kondapur,4,4,3291,1,0,5,21,Unfurnished,7.2,3.8,0.3,5.5,273.3
3881,Bengaluru,Whitefield,5,5,3709,5,0,5,5,Semi-Furnished,9,4.4,1.8,4.1,375.1
3882,Hyderabad,Madhapur,1,1,700,24,1,18,23,Unfurnished,4.9,2.6,6.4,9.2,30
3883,Bengaluru,Electronic City,4,4,2481,25,2,2,11,Semi-Furnished,0.7,2.9,1.6,1.4,207
3884,Pune,Kharadi,1,1,569,15,0,3,20,Semi-Furnished,0.9,3.4,2.8,3.6,38.6
3885,Chennai,Porur,2,1,1454,10,0,2,16,Semi-Furnished,2.3,4.7,3.5,4.4,91.7
3886,Pune,Baner,5,5,2698,3,3,5,8,Furnished,13.5,3.1,2.6,9.3,255.1
3887,Bengaluru,Indiranagar,2,2,1528,21,0,3,29,Unfurnished,9.1,3.6,2.5,7.2,137.3
3888,Bengaluru,HSR Layout,5,6,4465,21,3,15,25,Unfurnished,4.8,4.8,5.4,2.7,448.9
3889,Chennai,Porur,5,5,4236,2,2,15,19,Unfurnished,7.1,2.7,6.6,7.7,254.8
3890,Hyderabad,Madhapur,3,3,1798,12,1,4,16,Unfurnished,14,2.9,2.3,9.6,143
3891,Hyderabad,Kondapur,3,4,2211,7,0,20,26,Unfurnished,3.5,3.7,3.2,1.6,185.5
3892,Hyderabad,Gachibowli,5,5,3301,19,0,4,24,Semi-Furnished,5.9,4.2,2.9,5.3,315
3893,Pune,Kharadi,3,2,1920,7,0,7,11,Furnished,0.5,4.4,0.3,1.8,186.5
3894,Hyderabad,Gachibowli,1,2,576,17,1,4,10,Furnished,3.7,3.5,6.3,9.7,54.4
3895,Chennai,OMR,5,4,4245,16,2,2,15,Furnished,9.1,3.4,7,4.6,322.8
3896,Hyderabad,Madhapur,3,3,2583,22,2,19,22,Unfurnished,14.6,3.2,2.4,5.7,196.3
3897,Hyderabad,Gachibowli,1,2,750,10,3,17,24,Unfurnished,8.1,3,7.5,9.9,49.3
3898,Pune,Kharadi,5,5,3844,25,3,0,14,Semi-Furnished,12.6,3.1,0.7,4.1,291.6
3899,Hyderabad,Kukatpally,3,2,2406,3,0,14,17,Unfurnished,8.7,3.6,3.2,1.9,168.1
3900,Chennai,Porur,2,1,1453,12,2,11,11,Semi-Furnished,8.8,3.4,3.1,5.8,87.6
3901,Hyderabad,Miyapur,3,4,2138,23,2,9,13,Furnished,4,3.7,4.2,8.1,160.5
3902,Pune,Hadapsar,5,4,2279,15,3,20,27,Semi-Furnished,2.8,2.7,3.9,6.7,169
3903,Pune,Hadapsar,1,2,828,13,1,11,12,Unfurnished,5.2,3.8,1.2,6.8,56.4
3904,Hyderabad,Madhapur,4,5,2657,3,2,8,8,Unfurnished,15,4.6,2.7,3.4,237
3905,Hyderabad,Gachibowli,3,3,2056,19,3,10,18,Semi-Furnished,2.9,3.1,7,5.9,201.4
3906,Pune,Hadapsar,3,2,2568,12,0,9,13,Furnished,9.3,4.9,0.8,8.5,181.7
3907,Hyderabad,Miyapur,1,1,605,20,2,13,14,Semi-Furnished,2.7,4.4,3.2,8.5,38.6
3908,Bengaluru,Marathahalli,5,6,3139,25,0,12,19,Semi-Furnished,6.2,3.4,1.5,3.3,284.3
3909,Hyderabad,Madhapur,1,1,696,18,3,3,5,Furnished,5.3,3.9,1.1,2.2,70.9
3910,Hyderabad,Kukatpally,4,4,2692,7,2,5,6,Semi-Furnished,6.4,3.8,7,6.1,216.7
3911,Pune,Hinjewadi,4,5,2150,6,1,5,16,Furnished,0.2,3.7,5.1,5,214.7
3912,Chennai,Anna Nagar,5,4,3085,4,3,3,8,Semi-Furnished,12,4.8,6.7,9.3,284.8
3913,Hyderabad,Miyapur,2,2,1107,20,1,20,25,Furnished,1,3.3,7.4,3,79.2
3914,Pune,Kharadi,3,2,2278,3,2,3,12,Unfurnished,1.3,3.5,5.7,3,185.2
3915,Bengaluru,Marathahalli,4,4,2195,21,0,16,29,Unfurnished,14,4.6,2.1,3.6,173.7
3916,Chennai,Velachery,5,6,3287,11,3,2,29,Semi-Furnished,3.1,4,5.8,2.9,269.6
3917,Hyderabad,Kukatpally,5,4,4160,0,0,4,21,Furnished,1.4,4.3,7.2,8.5,332.4
3918,Chennai,OMR,2,2,1002,5,0,17,22,Unfurnished,13.3,3,0.4,6.9,61
3919,Hyderabad,Miyapur,3,3,2050,20,2,13,20,Semi-Furnished,13.9,4.4,3.2,4.1,129.8
3920,Hyderabad,Gachibowli,4,3,3335,4,0,4,12,Furnished,10.4,3.7,2.4,6.7,342.5
3921,Chennai,Tambaram,3,3,1776,0,0,2,9,Unfurnished,2.8,3.1,7.7,1.8,123.7
3922,Chennai,Velachery,2,2,1653,25,2,7,7,Semi-Furnished,2.6,2.7,0.8,2.2,130.9
3923,Bengaluru,Indiranagar,1,1,821,1,3,15,30,Semi-Furnished,4,2.6,7.6,7.3,84.3
3924,Hyderabad,Kukatpally,2,1,941,2,0,3,24,Unfurnished,10.3,3.2,0.6,8.4,53.9
3925,Hyderabad,Kondapur,5,5,3835,13,3,11,27,Unfurnished,3.2,4.6,3.1,5.2,321.5
3926,Bengaluru,Indiranagar,5,5,2998,23,0,5,10,Semi-Furnished,2.9,3.2,4.5,8.8,333.1
3927,Pune,Hadapsar,4,4,2747,15,3,9,15,Unfurnished,5.4,4,1.6,6.1,178.3
3928,Bengaluru,Whitefield,2,2,1250,21,1,7,13,Unfurnished,10.6,4.9,7,9.5,99
3929,Chennai,Tambaram,5,4,2897,4,1,10,11,Semi-Furnished,10.2,4.1,6.4,3.5,192
3930,Chennai,Porur,3,3,2159,24,2,5,14,Unfurnished,4.1,2.8,3.1,2.3,132.5
3931,Hyderabad,Kondapur,2,3,1635,1,3,3,7,Unfurnished,8.8,3.2,7.3,2.2,133.3
3932,Chennai,Tambaram,1,1,558,23,2,8,15,Semi-Furnished,13.9,4.1,1.4,4,21.1
3933,Hyderabad,Madhapur,4,4,3517,0,3,14,30,Semi-Furnished,12.9,3,7.6,9.7,308.4
3934,Hyderabad,Madhapur,5,5,3295,12,3,0,10,Semi-Furnished,5.3,4.9,1.9,2,332
3935,Bengaluru,Marathahalli,2,1,1422,23,1,10,28,Unfurnished,3.7,3.8,4.4,9.5,99.3
3936,Chennai,OMR,4,3,2508,3,0,6,13,Unfurnished,14.5,3.3,6.2,6.7,153.8
3937,Pune,Kharadi,2,3,1796,22,1,3,14,Furnished,12.5,4.9,2.6,8.8,136.5
3938,Chennai,OMR,3,4,2052,6,0,4,7,Unfurnished,11.3,3.1,2.3,3.9,136.5
3939,Hyderabad,Gachibowli,2,2,1043,2,2,3,22,Unfurnished,2.1,2.6,3.1,6.5,94.5
3940,Bengaluru,Whitefield,5,5,3009,4,0,4,10,Furnished,12.2,3.6,7.4,6.3,319.8
3941,Pune,Hadapsar,2,2,1465,5,3,13,27,Semi-Furnished,1.1,4.8,5.4,6.4,127
3942,Pune,Kharadi,2,2,1607,9,3,5,10,Semi-Furnished,9,4,5.9,2.3,123.8
3943,Chennai,Velachery,1,1,532,10,1,10,13,Furnished,6.6,3.1,3.6,3,34.1
3944,Pune,Baner,4,4,2394,0,1,2,25,Unfurnished,2.8,2.8,5.1,3.3,207.9
3945,Pune,Wakad,1,1,641,10,1,1,10,Semi-Furnished,14.5,4.3,5.3,8,37.7
3946,Chennai,Anna Nagar,3,2,1665,12,2,11,30,Unfurnished,14.5,4.5,5.9,1.5,126.6
3947,Chennai,Porur,5,5,2863,25,3,16,17,Semi-Furnished,0.4,2.6,5.2,4.1,206.4
3948,Bengaluru,Marathahalli,3,3,1988,23,1,2,6,Unfurnished,3.3,5,1.1,3.3,183.2
3949,Hyderabad,Kukatpally,2,3,918,14,1,8,20,Semi-Furnished,13.5,2.6,7.8,9,54.3
3950,Chennai,OMR,2,2,1723,25,0,18,19,Semi-Furnished,3.6,4.8,3.9,6,125.7
3951,Hyderabad,Kondapur,5,5,2660,11,0,11,28,Furnished,2.7,4.6,4.6,5,269.2
3952,Hyderabad,Kondapur,1,1,705,3,2,5,5,Semi-Furnished,11.4,4.5,3.9,8.3,62.7
3953,Hyderabad,Kondapur,4,4,2074,18,0,6,25,Semi-Furnished,11.6,2.6,0.8,6,169.7
3954,Hyderabad,Kondapur,4,5,3212,7,1,4,5,Semi-Furnished,14,3.3,6.3,6.4,261.7
3955,Chennai,Porur,2,2,1041,14,3,14,20,Unfurnished,6.6,3.1,3.7,9.3,65.5
3956,Pune,Hadapsar,3,4,1771,21,3,6,8,Unfurnished,6.1,4.1,5.7,1.8,121.9
3957,Chennai,Porur,3,3,1986,2,3,6,8,Semi-Furnished,4.7,3.9,2.7,6.7,141.8
3958,Bengaluru,HSR Layout,3,2,1370,3,0,1,5,Semi-Furnished,12.1,3.9,1.9,2.1,150.7
3959,Hyderabad,Kondapur,1,1,493,2,1,6,6,Unfurnished,6.9,3.3,2.3,6,52.1
3960,Pune,Hadapsar,4,3,3004,25,2,3,9,Semi-Furnished,1,4.3,1.6,3.9,213.2
3961,Bengaluru,Electronic City,4,3,2842,0,3,4,6,Unfurnished,7.9,4.5,3.8,7.6,224.9
3962,Chennai,Velachery,3,3,1715,21,2,14,26,Unfurnished,2.7,4.1,1.1,3.9,139.9
3963,Chennai,Tambaram,4,5,3042,20,1,3,5,Semi-Furnished,2.8,3.6,1.3,7.8,180
3964,Hyderabad,Miyapur,4,3,2841,13,1,4,11,Semi-Furnished,4.3,3.1,3.7,4.2,200.8
3965,Bengaluru,Marathahalli,1,1,712,23,2,16,17,Unfurnished,2.2,3.3,0.3,9.3,49.8
3966,Bengaluru,Indiranagar,2,3,1465,22,2,9,24,Unfurnished,13.2,4.7,6.5,5.1,133.3
3967,Chennai,Tambaram,3,2,2059,7,3,19,25,Unfurnished,13.4,2.5,6.1,1.2,106.9
3968,Bengaluru,HSR Layout,5,5,2296,21,0,5,5,Semi-Furnished,9,3.8,3.5,5.3,262.3
3969,Bengaluru,Electronic City,4,4,3093,10,1,4,5,Unfurnished,2.9,2.9,1.3,5.9,236.9
3970,Hyderabad,Madhapur,3,3,1707,22,1,2,12,Semi-Furnished,3.5,3.1,2.4,9.1,162.2
3971,Hyderabad,Miyapur,2,1,1160,24,2,21,22,Unfurnished,10.1,3,7.7,2.1,55.7
3972,Chennai,Tambaram,4,3,3032,18,3,0,7,Semi-Furnished,1.6,3.8,1.8,9.4,190.8
3973,Bengaluru,HSR Layout,4,4,3265,21,1,4,7,Semi-Furnished,5.5,3.3,3.7,2.4,333.7
3974,Hyderabad,Kondapur,5,6,3328,24,2,2,10,Semi-Furnished,9.3,4.7,1.8,3,292.9
3975,Chennai,OMR,5,5,4043,8,1,0,9,Semi-Furnished,13.3,5,3.4,1,304.5
3976,Bengaluru,Whitefield,4,5,2298,13,3,11,20,Furnished,5.5,3.8,7.3,9.6,264.9
3977,Chennai,Tambaram,2,2,1138,10,1,6,21,Semi-Furnished,14.6,4.9,1.7,5.8,75
3978,Chennai,OMR,3,4,2566,23,2,26,26,Semi-Furnished,11.5,4.9,1.6,9.5,185
3979,Hyderabad,Madhapur,1,2,760,20,3,4,9,Semi-Furnished,13.2,4.5,3,2.4,68.5
3980,Pune,Baner,4,3,3581,14,1,4,19,Unfurnished,7.2,4.3,6.7,1.2,256.9
3981,Chennai,Anna Nagar,3,4,2281,14,2,7,20,Semi-Furnished,0.8,3.5,5.8,8.8,199.4
3982,Hyderabad,Kukatpally,1,2,699,20,3,16,21,Unfurnished,0.5,2.9,2.5,7.8,55.7
3983,Bengaluru,Whitefield,1,1,564,9,0,15,22,Furnished,2,3.3,2.7,7.2,71.8
3984,Bengaluru,Marathahalli,2,1,1695,7,0,5,11,Unfurnished,1.8,4.8,3.7,3,139.8
3985,Chennai,OMR,3,2,2612,17,3,11,27,Semi-Furnished,14.8,3.7,1.4,2.6,177.5
3986,Pune,Hadapsar,1,1,717,7,3,9,11,Unfurnished,0.8,2.9,2.4,4.9,53.4
3987,Pune,Wakad,1,1,727,2,3,2,23,Furnished,11.4,3.9,4,5.2,53.1
3988,Pune,Baner,3,3,2551,2,0,11,22,Unfurnished,1.8,3.2,1.6,8,190.5
3989,Chennai,Tambaram,2,1,1654,3,0,15,21,Unfurnished,7.6,2.9,2,2.2,89.4
3990,Pune,Wakad,4,4,2124,3,2,7,10,Semi-Furnished,11,4.8,5.4,3.2,179.2
3991,Chennai,Velachery,3,2,2140,12,1,5,22,Semi-Furnished,6.7,3.4,4.8,2.2,159.9
3992,Hyderabad,Miyapur,5,5,3918,0,2,11,11,Furnished,14.3,4.8,2.9,9.2,283.1
3993,Hyderabad,Miyapur,4,4,2331,22,3,20,30,Semi-Furnished,7.4,3.6,2.5,9.8,164.7
3994,Bengaluru,Marathahalli,1,2,695,24,1,0,17,Semi-Furnished,11.4,4,7.3,9.9,47.6
3995,Hyderabad,Gachibowli,1,1,696,22,3,7,22,Furnished,1.9,4.6,6.7,2.4,75.1
3996,Pune,Baner,1,2,797,23,0,2,11,Unfurnished,1,3.8,5.1,3.1,63.1
3997,Bengaluru,Indiranagar,3,3,2106,8,2,9,28,Semi-Furnished,13.7,4.9,3.7,9.2,240.2
3998,Bengaluru,Electronic City,3,4,2291,2,3,0,14,Semi-Furnished,6,3.5,4.7,6.2,195.9
3999,Hyderabad,Kukatpally,1,1,691,13,1,7,11,Semi-Furnished,12.4,2.8,7.8,6.4,36.2
4000,Bengaluru,Whitefield,5,6,4370,24,3,0,23,Semi-Furnished,2.8,5,1.7,1.7,442.4
4001,Pune,Wakad,3,2,2098,13,3,0,7,Unfurnished,13.6,2.9,5.8,7.8,123.3
4002,Bengaluru,HSR Layout,3,4,1617,25,2,3,14,Semi-Furnished,2.9,3.9,7.1,5.5,171.2
4003,Hyderabad,Madhapur,3,3,1469,1,2,2,12,Unfurnished,14.7,3.9,4.2,6.8,123.1
4004,Pune,Hadapsar,4,5,2682,25,3,6,21,Unfurnished,14.6,3.7,4.9,3.4,164.5
4005,Bengaluru,Indiranagar,3,2,1786,15,3,17,26,Furnished,4,2.8,6,1.9,226.9
4006,Pune,Kharadi,5,4,3440,10,0,4,24,Unfurnished,10.9,3.2,5.1,4.8,240.5
4007,Chennai,OMR,5,5,2410,11,3,9,22,Semi-Furnished,5.3,4.5,4.8,2.9,206
4008,Hyderabad,Gachibowli,4,4,3570,5,3,26,27,Furnished,9.3,2.9,7,9,354.2
4009,Chennai,OMR,2,2,1244,19,1,25,27,Unfurnished,2.5,4.4,7.7,2.5,85.1
4010,Chennai,Porur,3,3,2630,0,1,0,26,Semi-Furnished,4.9,2.8,2.2,4.9,183.4
4011,Bengaluru,HSR Layout,5,6,4059,21,3,6,21,Semi-Furnished,14.4,3.3,0.9,2.8,415.9
4012,Pune,Wakad,4,5,3072,9,0,22,24,Semi-Furnished,12.9,2.6,1.9,7.5,199.6
4013,Hyderabad,Kukatpally,4,4,2891,0,1,2,17,Unfurnished,10.1,3.4,2.2,7.1,193.8
4014,Hyderabad,Miyapur,3,4,2031,0,2,16,28,Unfurnished,4.7,5,2.4,2.6,149.7
4015,Bengaluru,Electronic City,4,3,3252,4,1,7,23,Furnished,13.6,2.7,4.1,3.7,284.2
